cpg,p.value,stderr,parameter,statistic,group1,group2,conf1,conf2,CHR,BP,SYMBOL
cg13891181,0.400832787,0.001906223,145.8509152,-0.84259824,0.013653856,0.015260036,-0.005373568,0.002161207,chr4,41869086,TMEM33
cg00229423,0.400838434,0.002366891,146.1570703,0.842582938,0.015929856,0.013935554,-0.002683451,0.006672056,chr3,98451116,ST3GAL6-AS1
cg02128244,0.400896918,0.002394195,146.473299,-0.842472745,0.014527381,0.016544425,-0.006748673,0.002714585,chr19,31848008,TSHZ3
cg07875146,0.400931687,0.003348611,145.069203,-0.842434201,0.018050114,0.020871099,-0.009439352,0.003797383,chr5,141931288,FGF1
cg18544329,0.40107981,0.004519263,147.5746937,-0.84212651,0.026731689,0.030537481,-0.012736622,0.005125039,chr7,96654198,DLX5
cg23970275,0.401116185,0.00694085,146.1019538,-0.842085891,0.042125278,0.04797007,-0.019562231,0.007872647,chr2,208008052,KLF7
cg08825645,0.401307622,0.003726082,130.7541163,0.84203181,0.027572243,0.024434763,-0.004233729,0.010508688,chr16,54325319,IRX3
cg00638073,0.401341096,0.004196214,129.3789395,-0.84200104,0.025873015,0.029406231,-0.011835299,0.004768866,chr22,19113955,ESS2
cg23061150,0.40135422,0.005820596,105.6997348,0.84260099,0.027955831,0.023051391,-0.006635836,0.016444715,chr7,93181353,CALCR
cg14315444,0.401581456,0.00272145,147.7868709,-0.841224146,0.018893059,0.021182409,-0.007667333,0.003088634,chr17,48636344,CACNA1G-AS1
cg19529577,0.402232883,0.002182465,143.2826126,0.840134143,0.017775753,0.01594219,-0.002480426,0.006147553,chr12,65174392,TBC1D30
cg21688209,0.402267561,0.006608996,146.2953973,-0.840020582,0.040162747,0.04571444,-0.018613134,0.007509748,chr20,61940917,COL20A1
cg02919030,0.402313311,0.001993828,146.5826654,-0.839933921,0.0144397,0.016114383,-0.005615046,0.002265678,chr12,88973461,KITLG
cg03629943,0.402599025,0.003218642,147.7881271,-0.839402908,0.021671471,0.024373208,-0.009062243,0.003658768,chr10,101089149,CNNM1
cg23923856,0.402623301,0.002186289,145.1074234,0.839404218,0.016562396,0.014727216,-0.002485905,0.006156265,chr1,113051685,WNT2B
cg07851675,0.402648383,0.004286618,114.5438736,-0.840017732,0.02098495,0.024585785,-0.01209216,0.00489049,chr5,2755540,C5orf38
cg24588339,0.402746329,0.00419568,147.9746121,-0.839136449,0.030625369,0.034146116,-0.011811936,0.004770441,chr5,2738626,IRX2
cg10738239,0.403025053,0.001883344,143.8003365,-0.838708276,0.01257934,0.014158916,-0.00530219,0.002143038,chr13,95363371,SOX21
cg22736624,0.403028042,0.005332914,142.5650133,-0.838724461,0.033360664,0.037833509,-0.015014648,0.006068958,chr1,209365350,MIR205HG
cg15749748,0.403531579,0.006850242,80.04115338,0.839782811,0.02243098,0.016678264,-0.007879593,0.019385023,chr20,61050560,GATA5
cg16046465,0.40361845,0.002234356,147.5691337,-0.83758474,0.014789929,0.016661392,-0.006286931,0.002544005,chr15,44487192,FRMD5
cg09313917,0.403711083,0.002702384,147.3190326,-0.837423436,0.019461839,0.021724879,-0.007603486,0.003077406,chr1,57111387,PRKAA2
cg03642328,0.403760742,0.00372055,147.7222922,-0.837328176,0.020309894,0.023425215,-0.010467697,0.004237055,chr11,69624973,FGF3
cg06984073,0.403767358,0.003855385,147.7576473,-0.837315788,0.027041618,0.030269792,-0.010846989,0.004390641,chr5,75381042,SV2C
cg12350309,0.403897016,0.004593124,144.9150426,-0.837131599,0.024158945,0.028003994,-0.012923218,0.005233119,chr12,128105038,LINC02393
cg15135241,0.404093159,0.001798146,147.9377809,-0.836731356,0.011568379,0.013072945,-0.005057935,0.002048804,chr17,38523732,RARA
cg11099006,0.404116979,0.00373512,130.3082902,-0.837014259,0.018791388,0.021917737,-0.010515674,0.004262976,chr17,79860645,NPB
cg27272220,0.404269553,0.002978547,126.4445902,-0.836825285,0.015582294,0.018074817,-0.008386779,0.003401732,chr4,156680400,GUCY1B1
cg20182358,0.404355837,0.002612116,146.0898108,-0.836293114,0.01836504,0.020549535,-0.007346911,0.002977923,chr3,158289061,MLF1
cg25721257,0.404532401,0.004875443,128.3901137,-0.836313465,0.020409109,0.024486507,-0.013724015,0.005569218,chr7,131377085,PODXL
cg13027404,0.404549239,0.001872843,147.8599815,-0.835919072,0.013021754,0.014587299,-0.005266541,0.002135451,chr15,53095984,ONECUT1
cg18875371,0.40457104,0.004003775,134.2838621,-0.836123046,0.024605119,0.027952768,-0.011266266,0.004570969,chr14,29244185,LINC01551
cg13690525,0.404628673,0.003552,145.6629695,-0.835813649,0.019541039,0.022509849,-0.009988925,0.004051305,chr8,110704080,SYBU
cg07802350,0.404769494,0.003303571,135.5399038,0.835744546,0.021242697,0.018481755,-0.003772271,0.009294154,chr2,176956573,HOXD13
cg01573194,0.405022693,0.003793782,134.2683253,-0.835317846,0.025062571,0.028231585,-0.010672318,0.00433429,chr16,67695217,PARD6A
cg07328664,0.405449597,0.00304573,147.2964685,-0.834323808,0.018638232,0.021179357,-0.008560097,0.003477847,chr2,233125062,DIS3L2
cg01617695,0.405760363,0.00191225,147.9809369,-0.833759417,0.015678664,0.01727302,-0.0053732,0.002184487,chr6,101841904,GRIK2
cg02543075,0.405788113,0.001871074,147.9995746,-0.833709725,0.012534937,0.01409487,-0.005257403,0.002137538,chr2,217236425,MARCHF4
cg09510559,0.405907917,0.004643726,138.6209949,0.833658012,0.030798627,0.026927348,-0.005310413,0.013052972,chr19,36335144,NPHS1
cg15000232,0.406337745,0.002826774,146.8083911,-0.832751179,0.020038031,0.02239203,-0.007940425,0.003232426,chr22,44319424,PNPLA3
cg06055014,0.406366683,0.002912399,147.9674616,-0.8326809,0.01776917,0.020194269,-0.008180367,0.003330169,chr4,7070796,GRPEL1
cg15031976,0.406419843,0.002243021,141.5892579,-0.832693702,0.015581466,0.017449216,-0.00630189,0.00256639,chr15,96904176,NR2F2
cg27171837,0.406512102,0.001842362,143.9097115,0.83248948,0.015948728,0.01441498,-0.002107839,0.005175333,chr1,228510986,OBSCN
cg08251815,0.406514927,0.003997382,147.0557739,-0.832432063,0.024292218,0.027619767,-0.011227284,0.004572186,chr2,85106968,TRABD2A
cg18335607,0.406847279,0.003054802,147.4023532,-0.831835655,0.019698883,0.022239976,-0.008577958,0.003495772,chr5,172755413,STC2
cg23288103,0.406851359,0.004350762,145.7153668,-0.831856047,0.028731626,0.032350834,-0.012217959,0.004979543,chr2,242499464,BOK
cg19738404,0.406885684,0.00543808,143.9305413,-0.831824995,0.030802416,0.035325947,-0.015272349,0.006225287,chr2,127644612,BIN1
cg01604539,0.406928862,0.003694439,147.7700157,-0.83168474,0.026723769,0.029796378,-0.010373367,0.00422815,chr16,67189134,TRADD
cg20558112,0.407039962,0.006751279,147.1317511,-0.831497669,0.043106883,0.048720556,-0.018955677,0.007728331,chr13,45968589,SLC25A30
cg22538712,0.407107927,0.003481487,137.4058754,0.831546107,0.025500275,0.022605258,-0.003989203,0.009779238,chr2,5216945,LINC01249
cg13652557,0.407142131,0.00253608,135.9983546,-0.831511814,0.017092271,0.019201051,-0.007124033,0.002906472,chr6,94128181,EPHA7
cg23370213,0.407532744,0.003714992,136.2900603,-0.830812321,0.02419793,0.027284391,-0.010432943,0.004260021,chr8,17355133,SLC7A2
cg08279075,0.407547896,0.003225057,146.9480735,-0.830598579,0.021108857,0.023787584,-0.009052212,0.003694756,chr16,54318772,IRX3
cg01886514,0.407599603,0.004378212,105.9564453,-0.831431665,0.017284417,0.020924601,-0.012320456,0.005040088,chr2,105478395,POU3F3
cg11698099,0.40785525,0.003856919,146.5417091,-0.83005967,0.024054716,0.027256189,-0.010823842,0.004420896,chr16,67695462,PARD6A
cg21937244,0.407889889,0.002031898,146.9521229,-0.829991523,0.015271174,0.016957632,-0.005701972,0.002329057,chr14,103406412,CDC42BPB
cg18954700,0.407910029,0.002253429,145.8302443,-0.829974137,0.012552081,0.014422369,-0.006323886,0.00258331,chr10,124220854,HTRA1
cg07918726,0.408202005,0.01240707,86.12425175,0.831123777,0.047715598,0.037403787,-0.01435212,0.034975742,chr8,145559963,SCRT1
cg26556385,0.408330266,0.003031252,132.4649789,-0.829470877,0.015276758,0.017791094,-0.008510258,0.003481587,chr19,41025574,SPTBN4
cg02721000,0.408342789,0.002545765,147.652254,0.829176869,0.019028073,0.016917183,-0.002919952,0.007141731,chr12,54441213,HOXC4
cg14845216,0.408392777,0.003686674,142.4320967,-0.829175081,0.02233968,0.025396578,-0.010344567,0.00423077,chr10,43762680,RASGEF1A
cg04137405,0.40856495,0.008463652,147.8298252,-0.828780157,0.063150436,0.070164942,-0.023739879,0.009710865,chr14,62414451,SYT16
cg10930290,0.408602199,0.005939426,140.7282974,-0.828833472,0.036565347,0.041488141,-0.016664829,0.006819239,chr2,219840349,LINC00608
cg13824302,0.409388537,0.003795228,146.2257105,-0.827347019,0.022806701,0.025946671,-0.010640555,0.004360615,chr7,73039066,MLXIPL
cg07237939,0.409642444,0.002635526,147.9960749,-0.826869067,0.01870985,0.020889084,-0.007387357,0.003028888,chr6,160769754,SLC22A3
cg24236591,0.409653257,0.002461365,141.361993,-0.826960338,0.015478281,0.017513733,-0.006901293,0.002830391,chr20,21082729,KIZ
cg11163997,0.409759982,0.003328159,138.4801443,-0.826822675,0.02046859,0.023220387,-0.009332375,0.003828781,chr9,137967072,OLFM1
cg07416656,0.409833053,0.002793069,147.9941693,0.826531808,0.022443422,0.020134861,-0.003210888,0.007828008,chr10,102894441,TLX1
cg23152641,0.409864952,0.003424035,133.6968181,-0.826726794,0.021720739,0.02455148,-0.009603026,0.003941543,chr7,127809009,MIR129-1
cg23672278,0.409934721,0.010363,92.03583214,0.827782968,0.044522619,0.035944304,-0.012003391,0.029160021,chr1,36787678,EVA1B
cg23075337,0.410310931,0.006215643,141.1636467,-0.825800151,0.045991318,0.051124197,-0.017420657,0.007154899,chr7,8481460,NXPH1
cg03764965,0.410409071,0.003960975,147.9984889,-0.825513031,0.028220999,0.031490835,-0.01109721,0.004557536,chr2,117971251,DDX18
cg03985727,0.410447045,0.004417612,146.3319219,-0.825472611,0.02784491,0.031491528,-0.012377181,0.005083945,chr7,15727525,MEOX2
cg08234878,0.410538014,0.004876125,146.2354292,-0.825313372,0.028949494,0.032973825,-0.013661109,0.005612447,chr14,73737095,PAPLN
cg04595200,0.410868209,0.005362569,146.9061547,-0.824719051,0.029747296,0.034169909,-0.015020357,0.006175131,chr12,34486507,ALG10
cg12049093,0.410939195,0.001822778,144.4140432,-0.824634342,0.014236612,0.015739737,-0.005105895,0.002099645,chr1,175804286,TNR
cg24374861,0.411012382,0.001689231,144.7574801,-0.824499364,0.012499299,0.013892069,-0.004731513,0.001945974,chr15,74422933,ISLR2
cg25599211,0.411040631,0.004715831,144.1318485,-0.824459849,0.030303539,0.034191552,-0.013209136,0.005433109,chr11,74023050,P4HA3
cg06744545,0.411187581,0.001612972,146.5296408,-0.824161009,0.011886658,0.013216007,-0.004517044,0.001858346,chr2,27958421,MRPL33
cg08161931,0.41146837,0.006583821,139.2758496,-0.823788169,0.033985448,0.039409122,-0.018440832,0.007593484,chr8,145028402,PLEC
cg26154670,0.411570811,0.001705068,142.481091,-0.823551481,0.012627662,0.014031874,-0.004774711,0.001966288,chr2,58655041,LINC01122
cg26928877,0.41180845,0.006174701,147.0170414,-0.823057318,0.038735877,0.04381801,-0.017284772,0.007120505,chr13,100550971,CLYBL
cg08795589,0.411868443,0.001518983,147.1767193,-0.822948932,0.010496925,0.01174697,-0.004251882,0.00175179,chr16,88356253,ZNF469
cg09368875,0.411980568,0.008950669,144.1841914,-0.822799808,0.058615511,0.065980119,-0.025056086,0.010326869,chr1,110949563,LAMTOR5
cg15717183,0.412017669,0.007171616,142.690018,-0.822759422,0.03956679,0.045467305,-0.020076854,0.008275825,chr3,181438122,SOX2-OT
cg09597470,0.412248855,0.00226682,146.8353644,0.822283483,0.01876686,0.016902892,-0.002615838,0.006343775,chr2,134024618,NCKAP5
cg01782371,0.412433533,0.002764707,144.9336447,0.821988694,0.0200624,0.017789842,-0.003191795,0.007736911,chr13,25946347,ATP8A2
cg18011188,0.412558536,0.006074448,90.95120731,0.823180531,0.028913515,0.023913148,-0.007065864,0.017066599,chr2,208110620,KLF7
cg15242570,0.41283389,0.003483842,145.6638834,-0.821271265,0.026818679,0.029679859,-0.009746588,0.004024229,chr9,90341048,CTSL
cg27641136,0.412897163,0.005074554,147.8801129,-0.82112443,0.029566195,0.033733035,-0.014194847,0.005861167,chr6,146920035,ADGB
cg24335310,0.41324045,0.005681962,147.1990825,-0.820530654,0.032588623,0.037250847,-0.015890982,0.006566533,chr4,85284492,NKX6-1
cg15722526,0.413260524,0.00274971,147.2308344,-0.82049481,0.01796475,0.020220872,-0.007690119,0.003177874,chr5,54180254,ESM1
cg07572251,0.413544639,0.00512209,146.8161169,-0.820001302,0.03250924,0.03670936,-0.014322669,0.005922429,chr8,26688088,ADRA1A
cg20486569,0.413580638,0.004024388,147.9706335,-0.81991973,0.027265666,0.030565341,-0.01125237,0.004653021,chr22,19512228,CLDN5
cg18455523,0.413711943,0.002642328,147.906257,-0.819689707,0.018242315,0.020408204,-0.007387479,0.003055702,chr3,24563685,NA
cg01141339,0.413724834,0.002257853,136.2500878,-0.819865285,0.014051394,0.015902529,-0.006316102,0.002613832,chr5,72530198,TMEM174
cg10709021,0.413783992,0.005003744,144.7080522,-0.819614154,0.024118894,0.028220034,-0.013991005,0.005788726,chr8,30890108,PURG
cg15971953,0.413784605,0.006961975,146.1510913,-0.819589696,0.032812033,0.038517996,-0.019465113,0.008053187,chr7,1447698,MICALL2
cg25221337,0.414106809,0.0046921,147.9521523,-0.818994489,0.024235679,0.028078483,-0.013114994,0.005429386,chr20,5299422,PROKR2
cg14795968,0.414686333,0.002903224,147.9999391,-0.817975178,0.020379321,0.022754086,-0.008111893,0.003362362,chr2,211089815,ACADL
cg19656974,0.414697575,0.003925367,142.066912,0.818051774,0.032549333,0.029338179,-0.004548524,0.010970832,chr2,66653415,MEIS1-AS3
cg13411015,0.414741117,0.002712688,145.2538052,-0.817922541,0.014471456,0.016690225,-0.007580209,0.003142671,chr14,57274900,OTX2
cg08810464,0.414871121,0.009357889,147.2326497,-0.817662591,0.04243204,0.050083636,-0.026144725,0.010841534,chr13,34713954,RFC3
cg14731657,0.414903302,0.003357004,144.849672,-0.817644187,0.02029162,0.023036455,-0.009379876,0.003890206,chr19,5805771,DUS3L
cg07420960,0.41492696,0.00264963,127.4882397,-0.817923471,0.013959312,0.016126507,-0.007410142,0.003075752,chr2,129230614,HS6ST1
cg04888241,0.415301323,0.002742298,136.7022258,-0.817085447,0.017726578,0.01996727,-0.007663503,0.003182119,chr4,3768458,ADRA2C
cg08920610,0.415570037,0.00195024,147.8916914,-0.81642531,0.013224432,0.014816657,-0.005446162,0.002261711,chr1,55505343,PCSK9
cg08351004,0.415595823,0.002813825,147.8286159,-0.816381048,0.019080064,0.021377218,-0.00785767,0.003263363,chr2,172965650,DLX2
cg02851873,0.415607559,0.003050273,141.8990373,-0.816456633,0.020497669,0.022988084,-0.008520265,0.003539434,chr10,80907003,ZMIZ1
cg15827318,0.41562678,0.011177692,147.5027289,-0.816331817,0.063067815,0.07219252,-0.031213807,0.012964396,chr5,140252671,PCDHA11
cg04844693,0.415681316,0.002788622,146.3451644,-0.816254376,0.019670535,0.02194676,-0.007787398,0.003234948,chr1,29240554,EPB41
cg15256492,0.415779281,0.007151204,145.5992807,-0.816094415,0.040490225,0.046326283,-0.019969634,0.008297519,chr12,115125475,TBX3
cg00253182,0.415785198,0.002393475,131.5979804,-0.816332554,0.014571788,0.01652566,-0.006688536,0.002780793,chr9,2619314,VLDLR-AS1
cg14004073,0.41579076,0.00480309,146.9154182,-0.81605336,0.029616996,0.033536573,-0.013411649,0.005572494,chr5,63986733,SHISAL2B
cg21019253,0.415802898,0.001790783,146.0654757,0.816045534,0.014499572,0.013038212,-0.002077833,0.005000554,chr20,18039801,OVOL2
cg18496247,0.416243213,0.002015166,144.3495562,-0.815301019,0.015485598,0.017128564,-0.005626011,0.002340078,chr15,96960574,NR2F2
cg04395970,0.41644437,0.008411664,112.7945111,-0.815606195,0.034897017,0.041757623,-0.023525959,0.009804747,chr8,23583662,NKX2-6
cg00748218,0.416508217,0.006396831,146.9155908,-0.814795491,0.035499975,0.040712084,-0.0178538,0.007429582,chr11,19372553,NAV2
cg16712575,0.41659886,0.002703017,147.1069357,-0.814633665,0.016289345,0.018491314,-0.00754373,0.003139792,chr12,15941775,EPS8
cg11873482,0.416609423,0.004086177,147.6792254,-0.814606231,0.028648286,0.031976911,-0.011403557,0.004746306,chr7,97361244,TAC1
cg20183619,0.416626613,0.002177722,146.8326611,-0.814589343,0.014419866,0.016193816,-0.006077677,0.002529779,chr7,155241490,EN2
cg02901321,0.416631261,0.003716555,147.9442328,-0.81456386,0.02057312,0.023600491,-0.010371763,0.00431702,chr2,17721431,VSNL1
cg08576864,0.416709129,0.002561126,122.2325296,0.814909365,0.018800412,0.016713327,-0.002982822,0.007156992,chr4,176922779,GPM6A
cg21433429,0.416874547,0.00293449,145.9032648,-0.814169717,0.020163319,0.022552492,-0.008188771,0.003410426,chr18,4455713,DLGAP1
cg22082267,0.417151808,0.006543536,141.3926317,-0.813758153,0.033698107,0.039022963,-0.018260668,0.007610956,chr11,56112153,OR8K1
cg26560110,0.417201227,0.001993655,142.9472658,-0.813645607,0.014142362,0.015764491,-0.005562984,0.002318726,chr6,28603161,GPX6
cg10498524,0.417517944,0.0016552,146.7769395,-0.813029565,0.011991255,0.013336982,-0.004616829,0.001925376,chr2,178937663,PDE11A
cg17337118,0.41752639,0.002885064,102.5437991,0.81400839,0.017345447,0.014996981,-0.003373681,0.008070614,chr15,79574993,ANKRD34C-AS1
cg13338798,0.417530222,0.003205574,145.3635796,-0.813030452,0.020485348,0.023091577,-0.008941782,0.003729324,chr6,28557846,GPX6
cg14415816,0.417613759,0.002592096,134.8853349,-0.813064736,0.018281073,0.020388614,-0.007233949,0.003018866,chr12,106978920,LOC100287944
cg02909158,0.417913357,0.011894901,146.2976975,-0.812345387,0.048005013,0.057667781,-0.033170803,0.013845268,chr13,100616256,ZIC5
cg09887284,0.417968458,0.003788178,139.0283917,-0.812369535,0.023625526,0.026702926,-0.010567288,0.004412487,chr12,54388147,MIR196A2
cg15534086,0.41822795,0.004266524,145.1348178,-0.81181378,0.024569645,0.028033268,-0.011896169,0.004968923,chr14,61120234,SIX1
cg25047056,0.418267287,0.003587084,132.8536732,-0.81195956,0.020003375,0.022915942,-0.010007751,0.004182617,chr10,30347964,JCAD
cg03698948,0.418435932,0.002196402,145.533441,-0.8114439,0.015682855,0.017465112,-0.006123221,0.002558708,chr6,39760092,DAAM2
cg21809447,0.418506462,0.004971321,139.2751435,-0.81142454,0.026980695,0.031014547,-0.013862867,0.005795163,chr1,102462682,OLFM3
cg14511698,0.418584869,0.004361358,146.8007042,-0.811163695,0.021771127,0.025308902,-0.012156934,0.005081383,chr14,60976898,SIX6
cg07760204,0.41892268,0.002094938,142.1459652,0.810648558,0.015904345,0.014206086,-0.002443002,0.005839519,chr4,147576547,POU4F2
cg02089348,0.41894478,0.005163763,140.1997588,-0.810642765,0.031684074,0.035870041,-0.014394876,0.006022943,chr4,1724449,TACC3
cg17945976,0.418952453,0.001826467,141.7622726,-0.810602954,0.010753005,0.012233544,-0.005091172,0.002130093,chr2,66667433,MEIS1
cg09584702,0.418956005,0.002945991,145.4440111,-0.810536774,0.019055909,0.021443743,-0.008210317,0.003434649,chr1,229047840,RHOU
cg20683765,0.418988729,0.002457443,139.9372401,-0.810570497,0.017806588,0.019798518,-0.006850445,0.002866584,chr5,37835168,GDNF
cg03329755,0.419211837,0.002671574,135.9467211,-0.810251282,0.016782516,0.018947162,-0.007447865,0.003118572,chr6,167189272,RPS6KA2
cg07175883,0.419438451,0.002214047,144.6159133,-0.809707758,0.01489727,0.016690002,-0.006168805,0.002583342,chr2,176957908,HOXD13
cg13960084,0.419447032,0.004794885,144.2794372,-0.809698188,0.025053875,0.028936285,-0.013359706,0.005594885,chr9,140773147,CACNA1B
cg21678445,0.419667845,0.001655325,145.4795517,-0.809293741,0.013472184,0.014811829,-0.004611236,0.001931948,chr18,22930283,ZNF521
cg23406509,0.419772178,0.008186275,147.3612419,-0.809082353,0.044549035,0.051172405,-0.02280103,0.009554289,chr17,31479452,ASIC2
cg02942845,0.419860561,0.002614251,147.250901,-0.808929908,0.019179569,0.021294315,-0.007281044,0.003051551,chr8,75897115,CRISPLD1
cg00005849,0.419926839,0.007945798,146.6846445,-0.8088231,0.044463293,0.050890038,-0.022129777,0.009276286,chr2,237071182,GBX2
cg26704870,0.420039715,0.003822037,137.6122489,-0.808776616,0.028327978,0.031419152,-0.010648689,0.004466341,chr2,73144279,EMX1
cg01508428,0.420054814,0.002333452,144.3426731,0.808636944,0.019498551,0.017611635,-0.002725235,0.006499067,chr20,30175458,HM13-AS1
cg14479910,0.420164997,0.002652368,144.8092583,-0.808437372,0.018114809,0.020259083,-0.007386631,0.003098083,chr14,36975263,SFTA3
cg12166662,0.420205834,0.00359384,146.7841923,-0.808335127,0.024158354,0.027063381,-0.010007381,0.004197326,chr5,92906851,NR2F1-AS1
cg26069919,0.420213052,0.00593824,102.1476662,-0.809318667,0.02063132,0.025437248,-0.016584195,0.006972338,chr6,27264271,POM121L2
cg20769842,0.420255805,0.005645011,141.8812446,-0.808326699,0.036468982,0.041031995,-0.015722213,0.006596187,chr15,23810238,MKRN3
cg23322933,0.420335665,0.002651607,142.191807,-0.808182342,0.017836305,0.019979287,-0.007384647,0.003098683,chr14,61109207,SIX1
cg25487529,0.42055932,0.00294324,144.823433,-0.807749888,0.018752082,0.021129484,-0.008194657,0.003439853,chr3,186080243,DGKG
cg18353837,0.420626482,0.002461383,147.8043164,-0.807586402,0.014601433,0.016589213,-0.006851826,0.002876268,chr14,96505296,C14orf132
cg09408768,0.420649865,0.003673709,141.7415432,-0.807642231,0.019941784,0.022908827,-0.010229384,0.0042953,chr2,155555053,KCNJ3
cg08813349,0.421013047,0.00241584,137.0317332,-0.807090413,0.014678674,0.016628475,-0.006726948,0.002827346,chr13,100630430,ZIC2
cg26908276,0.421204712,0.002039806,147.4593574,0.806584775,0.016681075,0.015035799,-0.002385752,0.005676305,chr1,1489793,SSU72
cg16391327,0.42128624,0.009338918,143.2585116,-0.80650906,0.062096986,0.069628908,-0.025991805,0.01092796,chr15,38746048,FAM98B
cg00288824,0.421412116,0.001783443,133.4274929,-0.806461122,0.012925018,0.014363296,-0.004965755,0.0020892,chr15,26108663,ATP10A
cg06239355,0.421480566,0.001720451,147.5319312,0.806103591,0.01330355,0.011916688,-0.002013049,0.004786773,chr5,32714010,NPR3
cg06951565,0.421796586,0.002573887,147.9225499,-0.8055479,0.017619019,0.019692409,-0.007159727,0.003012949,chr5,178420527,GRM6
cg14491820,0.421876463,0.00219481,147.9927127,0.805407924,0.01954006,0.017772342,-0.002569498,0.006104933,chr10,102986808,LBX1
cg09600028,0.422094938,0.002916489,142.0999936,-0.805121036,0.020686581,0.023034707,-0.008113439,0.003417186,chr6,5997199,NRN1
cg02495823,0.422265246,0.002353983,147.8612337,0.804734014,0.017956886,0.016062556,-0.002757465,0.006546125,chr5,72599143,TMEM174
cg03669175,0.422610187,0.007643752,145.7727825,-0.804166722,0.038380876,0.044527727,-0.021253743,0.008960042,chr19,57375856,MIMT1
cg23154526,0.422774107,0.003077048,142.7243102,0.803930466,0.026065295,0.023591562,-0.003608744,0.00855621,chr15,60297323,FOXB1
cg25106461,0.422834454,0.002144545,147.8562041,0.803745178,0.016099877,0.01437621,-0.00251425,0.005961584,chr14,105780340,PACS2
cg15676084,0.423073792,0.001621578,147.7957036,-0.803330514,0.012042475,0.013345137,-0.004507135,0.00190181,chr1,225841605,ENAH
cg24616539,0.423155594,0.003510283,146.0933941,0.803214559,0.02907356,0.02625405,-0.004117985,0.009757006,chr11,31848828,PAX6-AS1
cg14972814,0.423191824,0.007977779,143.1823563,-0.80319765,0.045735462,0.052143195,-0.022177175,0.009361708,chr11,95582409,MTMR2
cg10375078,0.423247777,0.001408706,140.6220527,-0.803142526,0.010174302,0.011305694,-0.003916372,0.001653588,chr10,22624374,COMMD3-BMI1
cg25319791,0.423280387,0.002665821,146.1962079,-0.80299635,0.018534463,0.020675107,-0.007409168,0.00312788,chr1,165345657,LMX1A
cg20699323,0.42335,0.005447455,148,-0.802848004,0.030814824,0.035188302,-0.015138317,0.00639136,chr8,133071588,OC90
cg06232807,0.423436876,0.004661911,143.0146012,-0.802774999,0.032019572,0.035762038,-0.012957621,0.00547269,chr16,51185132,SALL1
cg06913865,0.423468007,0.006850005,143.9286276,-0.802706316,0.042011825,0.047510367,-0.019038148,0.008041064,chr1,219239946,LYPLAL1-DT
cg07892597,0.423494335,0.003691722,144.5100549,-0.802651402,0.023824077,0.026787242,-0.010259913,0.004333582,chr1,119532093,TBX15
cg08370996,0.42374064,0.003650662,135.3361691,-0.802378767,0.020102465,0.023031678,-0.010148937,0.00429051,chr15,96874031,NR2F2
cg20266154,0.423818252,0.005147584,138.2389513,-0.802192939,0.029989054,0.03411841,-0.014307537,0.006048825,chr17,35165846,LHX1
cg02938414,0.423984656,0.003239717,140.8925632,-0.801859393,0.018488377,0.021086174,-0.009002537,0.003806943,chr4,174444166,HAND2
cg16293732,0.42402145,0.002233975,139.077246,0.801826102,0.017716388,0.015925129,-0.002625684,0.006208203,chr17,35289543,LHX1
cg23244169,0.424060152,0.003476168,142.1090356,-0.801708458,0.024761207,0.02754808,-0.009658555,0.004084808,chr17,16310297,TRPV2
cg22871002,0.424466195,0.001782018,142.836961,-0.800992772,0.013229085,0.014656468,-0.004949918,0.002095152,chr14,62279623,SNAPC1
cg10380348,0.424537725,0.003086291,145.0523888,-0.800833667,0.021756403,0.024228008,-0.008571515,0.003628305,chr1,47691158,TAL1
cg04511104,0.424630179,0.004766289,144.6065755,-0.800680466,0.028204428,0.032020702,-0.013236867,0.005604318,chr17,36764185,SRCIN1
cg04823796,0.424767184,0.002960642,145.1531677,-0.800434575,0.019784691,0.022154491,-0.008221337,0.003481737,chr9,139948927,ENTPD2
cg04195543,0.424797264,0.002774706,147.6455062,-0.800344285,0.019195516,0.021416236,-0.007703987,0.003262547,chr16,23190062,SCNN1G
cg25340466,0.424821009,0.004417855,147.4753127,-0.800305728,0.028396788,0.031932423,-0.012266114,0.005194844,chr3,27770059,EOMES
cg25037167,0.424843262,0.008091465,142.2868658,-0.800348371,0.046645592,0.053121583,-0.022471011,0.009519029,chr11,115943517,LINC00900
cg26666580,0.42491165,0.002382199,141.6893298,0.800239648,0.020766307,0.018859977,-0.002802916,0.006615577,chr16,12183835,SNX29
cg27312388,0.42495361,0.002054206,147.4677293,-0.800076216,0.014231973,0.015875494,-0.005703004,0.002415962,chr11,132864165,OPCML
cg20351608,0.425026854,0.001601068,129.9925601,0.800248563,0.012470007,0.011188755,-0.00188627,0.004448775,chr2,32581948,BIRC6
cg17180386,0.425033507,0.009585677,74.39060879,0.802128791,0.021138713,0.013449765,-0.011409265,0.026787161,chr15,51386452,TNFAIP8L3
cg11070863,0.4252752,0.006511253,147.4979049,-0.799519033,0.03774818,0.042954051,-0.018073264,0.007661523,chr1,23279554,EPHB2
cg05320183,0.425454423,0.003096595,127.209557,-0.799563169,0.016751367,0.01922729,-0.00860343,0.003651583,chr20,3758973,SPEF1
cg16978571,0.425462587,0.004636028,125.6532628,-0.799580946,0.024508109,0.028214988,-0.012881689,0.005467929,chr11,64066625,KCNK4
