cpg,BETA.GSE40279,SE.GSE40279,T.GSE40279,P.GSE40279,BETA.CAScov0,SE.CAScov0,T.CAScov0,P.CAScov0,CHR,BP,SYMBOL,ENSEMBL
cg05143887,134.9568904,57.62069498,2.342160059,0.019477624,85.97187205,33.76470546,2.546205302,0.011029616,chr12,81471938,ACSS3,ENSG00000111058
cg19510792,204.0814047,87.13400696,2.342155627,0.019477853,181.3525335,64.57526526,2.808390067,0.00506972,chr5,16935695,MYO10,ENSG00000145555
cg06498328,80.06802098,34.18795078,2.341995327,0.01948425,61.7447924,23.63530588,2.612396586,0.009117212,chr2,25266068,EFR3B,ENSG00000084710
cg14023999,33.7127463,14.39585377,2.341837229,0.019491026,30.0163188,13.10203888,2.290965481,0.022159487,chr15,90543224,ZNF710,ENSG00000140548
cg04932544,403.5098136,172.3148677,2.34170051,0.019499513,144.9357996,62.60703781,2.315008099,0.020801346,chr1,210111403,SYT14,ENSG00000143469
cg10768206,72.29449088,30.87378074,2.341614443,0.019503971,82.01837709,20.77076668,3.948740957,8.37E-05,chr3,26663626,LRRC3B,ENSG00000179796
cg13065169,93.5629608,39.95889055,2.341480444,0.01951329,93.24699666,21.2142911,4.395480209,1.22E-05,chr3,145878979,PLOD2,ENSG00000152952
cg14287112,62.47753933,26.68760652,2.341069413,0.019531749,39.40007422,16.83112033,2.340906217,0.019420223,chr6,133562485,EYA4,ENSG00000112319
cg22991512,94.54784921,40.38913205,2.340923026,0.019541236,102.7117755,28.39426051,3.617342859,0.000311561,chr3,14643854,CCDC174,ENSG00000154781
cg23408285,50.90368821,21.74573813,2.340858144,0.019542239,55.11486929,18.71259577,2.945335322,0.003295994,chr5,135210551,SLC25A48,ENSG00000145832
cg12869797,69.02270413,29.48838896,2.340673959,0.019554162,66.51171984,19.71452047,3.373742717,0.000768164,chr11,69624605,FGF3,ENSG00000186895
cg19305681,76.28538794,32.59268502,2.340567765,0.019556376,51.1981857,19.63090159,2.608040464,0.009233299,chr10,94821657,CYP26C1,ENSG00000187553
cg19048251,87.54257997,37.41019821,2.340072605,0.019583507,58.31406347,19.67430079,2.96397133,0.003104353,chr10,119311636,EMX2,ENSG00000170370
cg03613077,104.6405349,44.73005806,2.339378473,0.019619148,64.24451381,20.7210063,3.100453371,0.001982864,chr1,241520904,RGS7,ENSG00000182901
cg16001713,89.45244007,38.23921562,2.339285433,0.019624464,50.04028546,21.52504118,2.32474749,0.020272205,chr17,35292691,LHX1,ENSG00000273706
cg13558403,204.1732975,87.28112799,2.339260527,0.019626233,124.3038855,57.00624601,2.180530981,0.029435808,chr14,36989922,NKX2-1,ENSG00000136352
cg08839210,51.67379447,22.09478412,2.338732715,0.019650927,40.58694061,11.62867565,3.490246167,0.000502274,chr17,27045048,RAB34,ENSG00000109113
cg15353612,60.08334525,25.69088388,2.338702924,0.019657198,37.56294571,19.06481654,1.97027575,0.049064785,chr4,52904965,SGCB,ENSG00000163069
cg14777561,80.98553547,34.63259514,2.33841949,0.019669606,67.16087922,27.39377796,2.451683711,0.014378253,chr11,20180336,DBX1,ENSG00000109851
cg13697387,39.28452424,16.80231803,2.33804194,0.01968744,36.35598342,14.27386766,2.547031,0.011003714,chr1,152670843,LCE2A,ENSG00000187173
cg00321614,-21.37187574,9.143414239,-2.337406485,0.01972112,40.81638559,14.09157844,2.896509128,0.003850353,chr5,172856932,STC2,ENSG00000113739
cg25637894,91.93110639,39.32975803,2.337443987,0.01972295,63.0290019,31.7505606,1.985130364,0.047385444,chr3,147074130,ZIC4,ENSG00000174963
cg08445263,39.46076721,16.88337202,2.337256276,0.01972851,58.15032127,19.59724762,2.967269812,0.003071513,chr15,27216277,GABRG3,ENSG00000182256
cg01757312,69.06999101,29.55998733,2.336604216,0.019762654,60.5955909,14.71152056,4.118920994,4.10E-05,chr13,112720565,SOX1,ENSG00000182968
cg03685886,73.6638176,31.52955321,2.336341943,0.01977781,62.79488462,20.76737107,3.023728156,0.00255643,chr16,86912525,FOXL1,ENSG00000176678
cg11891393,65.74571459,28.14965411,2.335578062,0.019818372,52.4269675,19.88225969,2.636871679,0.008488907,chr6,100911727,SIM1,ENSG00000112246
cg12678667,91.09454435,39.00403178,2.335516104,0.019821154,74.71440111,20.8371843,3.585628463,0.000351473,chr2,223536123,MOGAT1,ENSG00000124003
cg24765658,97.18077469,41.62229185,2.334825171,0.019857955,60.5002273,22.97580496,2.633214697,0.008580252,chr4,74702621,CXCL6,ENSG00000124875
cg21250356,62.71330594,26.86237368,2.334615202,0.019869007,48.99312191,19.40091892,2.52529904,0.011703795,chr7,156813602,MNX1-AS1,ENSG00000243479
cg06490988,121.3507702,51.99369435,2.333951679,0.019905395,72.71077451,35.90305739,2.02519729,0.043095464,chr3,128212001,GATA2,ENSG00000179348
cg26530498,69.53870076,29.79673743,2.333768955,0.019913602,55.85716134,21.11027004,2.645970953,0.008265392,chr2,119916431,C1QL2,ENSG00000144119
cg18201351,114.39291,49.0176894,2.333706696,0.019916886,80.5746888,40.89720991,1.970175691,0.049076264,chr2,50575037,NRXN1,ENSG00000179915
cg13311939,67.00180891,28.7100944,2.333736976,0.019917199,41.48066832,21.12367743,1.963704874,0.049823438,chr11,43590699,MIR670,ENSG00000211568
cg09234378,138.7583914,59.45753026,2.333739575,0.01991851,74.84366065,30.48519484,2.455082247,0.014243805,chr15,90455792,ARPIN-AP3S2,ENSG00000250021
cg26111030,83.20387157,35.6580508,2.333382496,0.019933523,65.54379839,20.34888942,3.221001257,0.001315997,chr17,37856378,ERBB2,ENSG00000141736
cg20188017,51.57739755,22.10615465,2.333169128,0.01994814,49.99409956,16.96235838,2.947355458,0.003274711,chr6,134026410,LINC01312,NA
cg24866936,107.3042552,45.99972323,2.332715235,0.019970206,72.27443628,26.5933164,2.717766946,0.006678769,chr1,98514430,MIR137HG,ENSG00000225206
cg18849102,81.42356921,34.91213974,2.332242303,0.019992855,41.54848746,18.23129766,2.2789649,0.022865829,chr4,4859935,MSX1,ENSG00000163132
cg27074174,70.71719995,30.32710108,2.331815354,0.020014997,57.50818671,25.89293447,2.220999198,0.026560152,chr6,101847318,GRIK2,ENSG00000164418
cg02399098,55.03096124,23.60425613,2.331399936,0.020039387,36.53823127,14.79328707,2.469919707,0.013669754,chr12,58209787,AVIL,ENSG00000135407
cg21332334,151.2599249,64.89551396,2.330822512,0.020068136,75.85170136,38.06952017,1.992452257,0.046575662,chr7,121945191,FEZF1-AS1,ENSG00000230316
cg25532099,86.30698729,37.03232002,2.330585479,0.02008215,61.16288135,21.77131126,2.809333835,0.005054991,chr5,127874466,FBN2,ENSG00000138829
cg18008019,100.9887399,43.33808238,2.330254003,0.020097407,64.9639166,21.69540195,2.994363357,0.002813538,chr13,100641646,ZIC2,ENSG00000043355
cg00960395,88.5606742,38.00516494,2.330227334,0.020099767,71.49324868,25.605918,2.792059581,0.005330812,chr17,46799948,PRAC1,ENSG00000159182
cg02080531,107.5442254,46.16545971,2.329538709,0.020135947,78.21045092,27.87356312,2.805900724,0.005108757,chr5,153852760,HAND1,ENSG00000113196
cg08478074,181.4288221,77.88632165,2.329405449,0.020143518,128.1796121,49.42711708,2.59330545,0.009635827,chr1,110613397,ALX3,ENSG00000156150
cg06993307,109.2660466,46.92691341,2.32843029,0.020197441,66.76561126,29.17171716,2.288710359,0.022290753,chr16,54969051,IRX5,ENSG00000176842
cg05618880,73.07160906,31.38697025,2.328087371,0.020215284,47.7566301,17.83885647,2.677112749,0.007539783,chr22,39954239,CACNA1I,ENSG00000100346
cg16331920,190.9836372,82.03533135,2.328065653,0.020216445,93.32745918,29.8451735,3.127053666,0.001813419,chr7,15726479,MEOX2,ENSG00000106511
cg14574037,172.0391561,73.90342805,2.327891421,0.020224333,112.1354226,44.98862055,2.492528583,0.012834355,chr2,155553986,KCNJ3,ENSG00000162989
cg11334818,73.96209132,31.78355155,2.32705559,0.020272906,82.50295523,40.6408704,2.030048924,0.042599033,chr11,18813191,PTPN5,ENSG00000110786
cg09038267,-120.9653037,52.01182087,-2.325727146,0.020340348,-94.42594407,33.34016936,-2.832197493,0.004709798,chr10,104524861,WBP1L,ENSG00000166272
cg18353837,115.3063764,49.58275106,2.325534059,0.020351678,81.60884677,31.04427557,2.628788892,0.008691977,chr14,96505296,C14orf132,ENSG00000227051
cg21969477,73.04915371,31.41631889,2.325197741,0.020370246,36.97061497,15.72640357,2.350862662,0.018911005,chr17,15166505,PMP22,ENSG00000109099
cg18573383,108.566646,46.70375791,2.324580523,0.020404442,67.37691134,31.49246628,2.139461252,0.032624503,chr12,75603401,KCNC2,ENSG00000166006
cg20074042,114.9710196,49.46028808,2.324511726,0.020406708,66.2572863,31.71148187,2.089378433,0.036909864,chr10,33625992,NRP1,ENSG00000099250
cg23257569,95.04009746,40.90631692,2.323359926,0.020470789,64.54558323,20.19528256,3.196072302,0.001433975,chr1,94703343,ARHGAP29,ENSG00000137962
cg19427188,56.93061757,24.50507817,2.323217138,0.020476579,42.35295014,20.06494394,2.110793345,0.035022037,chr2,211090281,ACADL,ENSG00000115361
cg04595562,83.68340342,36.02314202,2.323045652,0.02048585,62.63321141,22.14828785,2.82790308,0.004772957,chr2,66803263,MEIS1,ENSG00000143995
cg09617579,52.14145831,22.44826413,2.322738988,0.020504852,34.52744092,16.10305103,2.14415522,0.032245665,chr11,82444798,FAM181B,ENSG00000182103
cg15392101,-66.93200415,28.8221613,-2.322240982,0.020529401,43.5442346,21.83680624,1.994075238,0.046397753,chr6,12426773,EDN1,ENSG00000078401
cg09780768,85.98708253,37.03019041,2.322080485,0.020537619,57.23588158,20.44499889,2.799505243,0.005210299,chr19,54498824,CACNG6,ENSG00000130433
cg15324651,106.7828711,46.00457699,2.32113581,0.020589349,56.20808162,20.72009345,2.712733017,0.006780352,chr6,137816620,OLIG3,ENSG00000177468
cg22043168,51.04985939,21.99553739,2.320918943,0.020599697,26.27278834,12.36789283,2.12427361,0.033876524,chr11,27741077,BDNF,ENSG00000176697
cg11281641,137.3054016,59.16505796,2.320717773,0.020612065,124.0272969,35.28476529,3.515038172,0.000458126,chr2,171674855,GAD1,ENSG00000128683
cg02444987,116.893524,50.38003064,2.320235269,0.020639274,135.9869826,33.90481957,4.010845194,6.47E-05,chr2,151343046,RND3,ENSG00000115963
cg14972814,37.64169441,16.22405585,2.320116176,0.020645274,38.12975571,13.7435281,2.774378998,0.005627148,chr11,95582409,MTMR2,ENSG00000087053
cg01053260,67.99329044,29.31033542,2.31977183,0.020664028,31.61098905,13.95225817,2.265653965,0.023672133,chr15,47476482,SEMA6D,ENSG00000137872
cg05108160,-167.2213576,72.09574787,-2.319434399,0.020679552,162.5214311,62.46293471,2.601885932,0.009399563,chr13,110790284,COL4A1,ENSG00000187498
cg15645638,291.6615981,125.7443743,2.319480293,0.020680885,132.3617549,48.36276719,2.736852389,0.006305961,chr8,109799603,TMEM74,ENSG00000164841
cg06091952,157.7793146,68.04234492,2.318840052,0.020717282,107.3609308,39.56311387,2.713662307,0.006761495,chr6,18277615,DEK,ENSG00000124795
cg06391199,76.09983352,32.82700091,2.31820853,0.020748393,65.34221027,18.3649624,3.557982251,0.000390123,chr2,209271661,PTH2R,ENSG00000144407
cg11163997,72.95550348,31.47547132,2.317852614,0.020769795,63.97948946,21.74207847,2.942657462,0.003324401,chr9,137967072,OLFM1,ENSG00000130558
cg13962186,106.4705044,45.93543314,2.317829552,0.020771545,90.37775537,25.33305118,3.56758271,0.000376272,chr9,79633650,FOXB2,ENSG00000204612
cg18315963,60.35115718,26.03964596,2.317664275,0.020777691,37.97284526,12.44119324,3.052186758,0.002327965,chr4,30723455,PCDH7,ENSG00000169851
cg07363855,80.35472362,34.6729567,2.317504224,0.020787416,80.05717837,22.00618329,3.637940179,0.00028796,chr1,2984470,PRDM16-DT,ENSG00000177133
cg06708634,46.34680122,19.99990873,2.317350635,0.020798259,53.89043474,13.84540949,3.892296199,0.000105452,chr6,100906895,SIM1,ENSG00000112246
cg11086764,96.37232549,41.59526537,2.316906134,0.020820196,92.75742206,23.65320079,3.921558984,9.36E-05,chr6,108496811,NR2E1,ENSG00000112333
cg23214764,83.93725663,36.23187519,2.31666885,0.020831295,55.64530971,23.65816917,2.352054773,0.018850826,chr11,86511210,PRSS23,ENSG00000150687
cg14737286,121.9898733,52.66273289,2.316436436,0.020845007,117.4133233,27.74220841,4.232299085,2.51E-05,chr10,131761206,EBF3,ENSG00000108001
cg00803453,63.15233357,27.26336559,2.316380689,0.020851462,51.30756268,23.57175824,2.176654035,0.029724884,chr2,220349615,SPEG,ENSG00000072195
cg12493075,93.11362099,40.19850635,2.316345293,0.02085439,97.80106088,25.600946,3.820212772,0.000141023,chr12,113913998,LHX5,ENSG00000089116
cg22471255,80.8251412,34.89369031,2.316325401,0.020854499,76.44736925,23.0118428,3.322088105,0.000923741,chr22,42315642,SHISA8,ENSG00000234965
cg25585172,118.2713552,51.06391956,2.316143301,0.020864012,84.58497282,30.84668468,2.742109037,0.006206628,chr1,181454975,CACNA1E,ENSG00000198216
cg01139508,112.7343722,48.67814537,2.315913463,0.020874218,135.4262041,28.27189091,4.790136061,1.90E-06,chr3,44626538,ZNF660,ENSG00000144792
cg02368591,42.03772055,18.15235425,2.315827466,0.020882845,38.75394845,11.82113965,3.278359751,0.001077789,chr11,102746365,MMP12,ENSG00000262406
cg26460471,149.9503542,64.75440473,2.315678058,0.020889587,135.6111254,35.76631698,3.791587642,0.000158069,chr18,56887271,GRP,ENSG00000134443
cg14689623,69.56137103,30.04377301,2.315334063,0.020908027,49.94505924,19.07099647,2.618901394,0.008946293,chr11,20691161,NELL1,ENSG00000165973
cg19267252,64.94579463,28.05522093,2.314927221,0.020930432,46.33472672,17.18013165,2.696994858,0.007106972,chr2,105459317,PANTR1,ENSG00000233639
cg06158650,61.99495464,26.7821064,2.314790096,0.020934131,54.99126392,14.65742362,3.751768751,0.000185033,chr1,119522637,TBX15,ENSG00000092607
cg03167683,57.25071938,24.74077345,2.314023023,0.020978359,46.59569757,13.83850904,3.367103886,0.000786696,chr17,47210368,B4GALNT2,ENSG00000167080
cg22345692,157.9853077,68.27543181,2.313940807,0.020984353,126.4458761,50.71322998,2.493350871,0.012804843,chr5,32712879,NPR3,ENSG00000113389
cg10708905,55.73758125,24.08869013,2.313848572,0.020987992,34.01845336,16.3110749,2.085604632,0.037251382,chr12,59313883,LRIG3,ENSG00000139263
cg16510350,34.13573485,14.75294287,2.313825461,0.020988787,27.25313794,10.04405665,2.713359642,0.006767631,chr4,112477798,FAM241A,ENSG00000174749
cg15909981,47.63765126,20.59666401,2.312881893,0.021040479,27.40660389,13.21950374,2.073194608,0.038393511,chr22,37465178,TMPRSS6,ENSG00000187045
cg09498146,195.343465,84.45712514,2.312930551,0.021042661,103.0257595,37.51846615,2.746001372,0.006133988,chr11,8103017,TUB,ENSG00000166402
cg18884137,89.97727596,38.90326692,2.312846275,0.021044383,56.53223393,21.69895066,2.605298055,0.009307057,chr17,7348490,CHRNB1,ENSG00000170175
cg01583915,67.0745654,29.0053583,2.312488772,0.021063696,67.8156481,23.78948914,2.850655922,0.004446861,chr20,1165065,TMEM74B,ENSG00000125895
cg01177854,80.92909778,34.99906279,2.312321854,0.021071498,53.06129453,18.73652924,2.831970311,0.00471312,chr16,68270387,ESRP2,ENSG00000103067
cg06433694,57.89325627,25.03733181,2.312277391,0.021073483,31.17123242,12.66352621,2.461497051,0.013993057,chr19,44905788,ZNF285,ENSG00000267508
cg24761366,92.72156943,40.10436894,2.312006694,0.021089936,57.42038391,22.49682213,2.552377557,0.010837294,chr10,60936866,PHYHIPL,ENSG00000165443
cg25339566,77.9999771,33.7406927,2.311747947,0.021104776,55.10640042,15.2063287,3.623912221,0.000303844,chr1,67218165,DYNLT5,ENSG00000152760
cg02084669,97.6266098,42.24326257,2.311057524,0.021144097,76.87176038,30.49770803,2.520574999,0.011861113,chr14,74707360,VSX2,ENSG00000119614
cg17381377,73.1798492,31.66598328,2.310992479,0.021147225,60.33009853,19.73452293,3.057084215,0.002290591,chr11,17498601,ABCC8,ENSG00000006071
cg02422426,69.62799685,30.13204848,2.31076214,0.021161996,52.50481446,23.49258317,2.234952797,0.025626604,chr4,183370059,TENM3,ENSG00000218336
cg12175729,88.1743572,38.16419563,2.310394749,0.021182441,86.83982148,32.84618423,2.643832869,0.008317433,chr8,140715540,KCNK9,ENSG00000169427
cg26364205,73.92924222,32.005462,2.309894549,0.02120737,40.84356177,16.09284364,2.537995315,0.011290136,chr3,96533824,EPHA6,ENSG00000080224
cg17507952,86.00720303,37.23632358,2.309766238,0.021215494,48.36429755,20.51499359,2.357509757,0.018577587,chr5,16179012,MARCHF11,ENSG00000183654
cg17564775,42.47557629,18.39345946,2.309276098,0.021240414,38.92590601,12.32262873,3.158896277,0.001628141,chr5,127873106,FBN2,ENSG00000138829
cg11754185,36.8771004,15.9694758,2.309224227,0.021245244,27.97031966,13.06123442,2.141475971,0.032461435,chr13,54707971,MIR1297,ENSG00000283126
cg08457898,71.12913658,30.81118178,2.308549445,0.021281486,65.89315034,17.64632219,3.734101056,0.000198335,chr19,15343786,EPHX3,ENSG00000105131
cg12748607,120.9673386,52.40957699,2.30811515,0.02130772,100.2615901,31.93461035,3.139590211,0.001738273,chr2,40678691,SLC8A1,ENSG00000183023
cg20967975,91.5639409,39.67081718,2.308093138,0.021312411,120.8299198,36.22019501,3.335982032,0.000879244,chr1,78354382,NEXN,ENSG00000162614
cg18680328,48.51714344,21.02308485,2.307803245,0.021326162,35.59534428,15.04100899,2.366552956,0.018132255,chr10,123868970,TACC2,ENSG00000138162
cg20040743,66.96237114,29.02180481,2.307312436,0.021351223,39.16669231,16.64273368,2.353380944,0.018784076,chr8,91803792,TMEM64,ENSG00000180694
cg26830291,94.18448529,40.82895553,2.306806139,0.021380598,85.88538659,25.58879241,3.35636732,0.000817549,chr10,88392088,OPN4,ENSG00000122375
cg07665260,48.00530185,20.81223713,2.306590183,0.021395182,34.069154,16.00541123,2.128602228,0.033515562,chr20,42544086,TOX2,ENSG00000124191
cg24767956,103.500126,44.88384777,2.30595484,0.021428429,88.41621631,21.33479086,4.144227,3.68E-05,chr3,137487770,SOX14,ENSG00000168875
cg22533025,-52.50105022,22.77099343,-2.305610881,0.021445839,52.53101346,23.66494605,2.21978167,0.026642987,chr7,117285200,CFTR,ENSG00000001626
cg02013838,63.63280995,27.60004734,2.305532638,0.021452675,37.1794156,17.45703734,2.129766631,0.033419028,chr2,105460715,PANTR1,ENSG00000233639
cg13657776,33.18167987,14.39894939,2.304451456,0.021513126,24.86379758,11.32077611,2.196297969,0.028284995,chr19,57630034,USP29,ENSG00000131864
cg19343464,78.65905262,34.13472339,2.304370589,0.02151818,34.55979177,16.59927478,2.082006126,0.037579542,chr11,105481509,GRIA4,ENSG00000152578
cg18277754,98.03017763,42.54693139,2.304048128,0.021536388,69.96400721,29.10501826,2.403846876,0.016393137,chr2,30144152,ALK,ENSG00000171094
cg18991611,122.4795716,53.15818127,2.304058729,0.021537269,78.47903807,27.43470668,2.860575073,0.004311135,chr8,49468828,EFCAB1,ENSG00000034239
cg12135573,50.73012472,22.01957527,2.303864816,0.021545766,76.38902487,20.33234512,3.757019882,0.000181244,chr7,100809997,VGF,ENSG00000128564
cg25486757,58.62698484,25.44786677,2.303807442,0.021547551,32.07709059,12.31176281,2.60540193,0.009304254,chr3,73674074,PDZRN3,ENSG00000121440
cg05781968,93.52221571,40.59755809,2.303641404,0.021557907,35.26544719,16.79601105,2.099632293,0.035995375,chr3,55515607,WNT5A,ENSG00000114251
cg17891820,44.73858777,19.42087225,2.303634316,0.021562249,88.10406666,24.39711652,3.611249166,0.000318884,chr4,55524400,KIT,ENSG00000157404
cg22306408,56.5506476,24.55186978,2.303313275,0.021576953,49.28682396,13.44374864,3.66615185,0.000258347,chr11,62783272,SLC22A8,ENSG00000149452
cg01663725,85.99438106,37.33809034,2.303127457,0.021586981,56.27134315,20.76617186,2.709760063,0.006840996,chr12,14133829,GRIN2B,ENSG00000273079
cg18002447,53.99396393,23.44443804,2.303060702,0.021591248,54.09574326,18.05494417,2.99617339,0.00279703,chr17,59482956,TBX2,ENSG00000121068
cg22488849,54.48265155,23.65854669,2.302873979,0.02160478,38.55029447,16.9442877,2.275120392,0.023096218,chr5,3607134,IRX1,ENSG00000170549
cg22941646,39.91609953,17.33389788,2.302776895,0.021608301,37.40548339,11.79616866,3.170985805,0.001562489,chr1,235814339,GNG4,ENSG00000168243
cg27307781,65.26132772,28.34466965,2.302419768,0.02163558,84.83881428,41.45993834,2.04628414,0.040972878,chr21,37442289,CBR1-AS1,ENSG00000230212
cg21052660,97.43646986,42.32503078,2.30210039,0.021647148,70.66352572,24.67312906,2.863987196,0.004265322,chr6,41342202,NCR2,ENSG00000096264
cg10276066,-141.1748047,61.32582272,-2.302045018,0.021648816,82.84540042,35.37273309,2.342069531,0.019360114,chr17,41891641,MPP3,ENSG00000161647
cg07303912,89.31061065,38.7983993,2.301914828,0.021656695,74.49380552,26.202579,2.84299517,0.004554326,chr20,6032782,LRRN4,ENSG00000125872
cg19485202,36.30821008,15.77381692,2.301802428,0.021661611,41.82305331,12.55198174,3.331988063,0.000891827,chr19,18902081,COMP,ENSG00000105664
cg08920068,133.6714717,58.08871391,2.301160806,0.021700518,41.234165,20.83514584,1.979067741,0.048064896,chr5,121414076,LOX,ENSG00000113083
cg04821793,79.24854511,34.44066542,2.301016666,0.021708222,57.75794874,23.73159403,2.433799797,0.015104377,chr8,48100908,LOC100287846,NA
cg09156233,62.64294979,27.22785898,2.300693193,0.02173062,83.85687859,20.93920799,4.004777957,6.64E-05,chr4,95679705,BMPR1B,ENSG00000138696
cg07005294,130.9005384,56.90024744,2.300526698,0.021737096,133.3221876,43.70769568,3.050313806,0.002342405,chr8,23572029,NKX2-6,ENSG00000180053
cg04819760,102.6565398,44.63641824,2.299838201,0.02177387,62.75507722,24.06466906,2.607768138,0.0092406,chr10,22765645,LOC100499489,NA
cg10700564,77.52864406,33.71516919,2.299518168,0.02179311,49.62759832,18.07054341,2.74632573,0.006127969,chr12,103350348,ASCL1,ENSG00000139352
cg19793376,122.6433001,53.33557652,2.299465163,0.021795644,92.42104907,29.01113354,3.185709685,0.00148583,chr9,135462522,BARHL1,ENSG00000125492
cg15686608,80.47863877,35.00117064,2.299312775,0.021803854,56.42437217,18.80120693,3.001103725,0.002752514,chr9,124461008,DAB2IP,ENSG00000136848
cg04881125,99.54607981,43.30085018,2.298940538,0.0218261,68.70767218,20.13355475,3.412595193,0.000667599,chr1,186649253,PTGS2,ENSG00000073756
cg10785263,85.39218137,37.14736274,2.29874142,0.02183847,103.287782,27.48674525,3.757730536,0.000180737,chr1,63785867,FOXD3,ENSG00000187140
cg00530925,131.833002,57.3597109,2.298355412,0.021863552,82.44524672,26.6472704,3.093947166,0.002026466,chr10,23463094,PTF1A,ENSG00000168267
cg15841063,51.90269983,22.58470969,2.29813447,0.021875696,93.81691572,21.81629701,4.300313462,1.86E-05,chr1,63789500,FOXD3,ENSG00000187140
cg00295572,37.45384396,16.30330356,2.297316236,0.021917628,39.68458246,11.2914022,3.514584084,0.000458901,chr1,3568236,TP73,ENSG00000078900
cg00500333,146.1745762,63.62736221,2.297354018,0.021918919,95.88063823,42.13607448,2.275500018,0.023073379,chr2,105489930,POU3F3,ENSG00000198914
cg27032146,101.724502,44.28389657,2.297099169,0.021932545,46.97411455,20.16811702,2.32912743,0.020038103,chr7,96652115,DLX5,ENSG00000105880
cg24244374,71.48884874,31.12241134,2.297021525,0.021936012,43.5682739,14.7884725,2.946096963,0.003287955,chr1,214153472,PROX1,ENSG00000117707
cg05908587,70.44784143,30.66946285,2.29700278,0.021936596,50.72580906,16.13866092,3.143123788,0.001717616,chr14,69726251,GALNT16,ENSG00000100626
cg18425434,57.41210172,25.00056339,2.296432317,0.021969363,56.34150386,20.33178668,2.771104417,0.005683638,chr10,118429648,C10orf82,ENSG00000165863
cg24530250,82.91388483,36.10946435,2.296181523,0.021984275,68.63616066,23.65435575,2.901628832,0.003788481,chr11,71955599,PHOX2A,ENSG00000165462
cg13600489,48.25012412,21.01332779,2.29616768,0.021986062,37.89672681,18.53601306,2.044491806,0.041149776,chr14,36988217,SFTA3,ENSG00000229415
cg02389877,59.19326541,25.79922344,2.294381672,0.022089491,51.45317496,21.67581012,2.373760182,0.017784068,chr15,68583600,FEM1B,ENSG00000169018
cg04323427,75.79538698,33.04464164,2.293727008,0.022125833,53.44295834,20.66844085,2.585727619,0.009848876,chr1,34642899,C1orf94,ENSG00000142698
cg25120797,61.39850202,26.77033245,2.293527812,0.022136861,91.0123996,30.54171954,2.979936983,0.002948325,chr15,96906437,NR2F2,ENSG00000185551
cg21034676,51.34048842,22.39032698,2.292976269,0.022168793,42.66777582,12.4545791,3.425870556,0.000636147,chr5,135364552,TGFBI,ENSG00000120708
cg22441310,113.1105189,49.32871855,2.292995282,0.022170684,79.27281713,37.00242613,2.142368094,0.032389452,chr2,63277222,OTX1,ENSG00000115507
cg04865110,114.7294241,50.04147737,2.29268659,0.022185581,99.93981286,50.74283596,1.969535422,0.049149772,chr4,6202558,JAKMIP1-DT,NA
cg00305281,54.71063977,23.86373696,2.292626669,0.022187579,31.00731935,12.24614253,2.53200706,0.011483592,chr22,42316176,TNFRSF13C,ENSG00000159958
cg16190732,39.36841474,17.17407684,2.292316211,0.022208053,79.34627826,18.1782739,4.364896177,1.40E-05,chr19,34113010,CHST8,ENSG00000124302
cg10211193,33.15108621,14.4642027,2.291940101,0.022228398,27.19583965,10.07322772,2.699813845,0.007047448,chr10,44782092,LINC02881,ENSG00000277288
cg16006349,56.22948455,24.53650397,2.291666515,0.022244784,29.72377052,14.30103203,2.07843535,0.037907605,chr12,54360460,HOTAIR,ENSG00000228630
cg22512292,79.73709626,34.79956992,2.291324187,0.022264189,50.65158778,19.73750163,2.56626136,0.010415556,chr5,59824695,PART1,ENSG00000152931
cg01797527,104.7865536,45.73379098,2.291228245,0.022271255,112.0811381,32.50036713,3.448611445,0.000585456,chr20,6749480,BMP2,ENSG00000125845
cg08315770,55.1232542,24.05969743,2.291103384,0.022276539,45.84603632,15.20545506,3.015104523,0.00262961,chr6,39281885,KCNK17,ENSG00000124780
cg24842260,124.6803067,54.42232021,2.29097742,0.022283868,57.51137324,22.41591883,2.56564871,0.010433853,chr10,77164147,ZNF503-AS2,ENSG00000237149
cg19074340,116.9087221,51.0286181,2.291042291,0.022285599,97.99547066,35.68452931,2.746161223,0.006131021,chr11,32456912,WT1,ENSG00000184937
cg24453580,47.17362289,20.59362865,2.290690179,0.02230307,73.80593538,16.68889512,4.422457858,1.08E-05,chr12,49691064,PRPH,ENSG00000135406
cg26736812,77.40126131,33.79268409,2.290473912,0.02231368,58.99367033,23.47861638,2.512655319,0.012129067,chr17,48042353,DLX4,ENSG00000108813
cg23496260,70.96533275,30.99195192,2.289798749,0.022352062,52.28494227,16.07235127,3.253098528,0.001177298,chr5,17218089,BASP1,ENSG00000176788
cg19971716,288.400229,125.9477563,2.289840148,0.022353122,107.4275927,54.09966195,1.985735008,0.047318125,chr4,122301740,QRFPR,ENSG00000186867
cg10140638,99.36403959,43.40245373,2.289364565,0.02238139,58.57819671,28.14962861,2.080958066,0.03767558,chr2,220174207,PTPRN,ENSG00000054356
cg15518950,66.96891775,29.253091,2.289293728,0.022383525,56.20922453,16.89994773,3.325999904,0.000911006,chr5,72415770,TMEM171,ENSG00000157111
cg22911867,33.55277437,14.65908393,2.288872519,0.022406658,31.16029596,11.17382013,2.788687806,0.005386212,chr11,126173548,DCPS,ENSG00000110063
cg05522774,62.77747741,27.42736602,2.288862787,0.022407721,57.34800634,18.55263711,3.091097293,0.002045841,chr21,34443443,OLIG1,ENSG00000184221
